,Año,Trimestre,Provincia,Accesos por cada 100 hogares,ID
823,2014,1,Entre Ríos,34.37,20141
824,2014,1,Formosa,17.42,20141
825,2014,1,Jujuy,18.42,20141
826,2014,1,La Pampa,48.43,20141
827,2014,1,La Rioja,16.29,20141
828,2014,1,Mendoza,31.91,20141
829,2014,1,Misiones,23.14,20141
830,2014,1,Neuquén,49.79,20141
831,2014,1,Río Negro,44.91,20141
832,2014,1,Salta,28.7,20141
833,2014,1,San Juan,27.6,20141
834,2014,1,San Luis,9.35,20141
835,2014,1,Santa Cruz,28.94,20141
836,2014,1,Santa Fe,47.85,20141
837,2014,1,Santiago Del Estero,16.31,20141
838,2014,1,Tierra Del Fuego,63.97,20141
839,2014,1,Tucumán,33.42,20141
